# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	249892	250974	-							MARPI_RS01195	1083		old_locus_tag=Marpi_0241
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	249892	250974	-	WP_014295765.1	WP_014295765.1		Xaa-Pro peptidase family protein			MARPI_RS01195	1083	360	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	251036	253450	-					mutS		MARPI_RS01200	2415		old_locus_tag=Marpi_0242
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	251036	253450	-	WP_217671589.1	WP_217671589.1		DNA mismatch repair protein MutS	mutS		MARPI_RS01200	2415	804	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	253568	254158	-					clpP		MARPI_RS01205	591		old_locus_tag=Marpi_0243
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	253568	254158	-	WP_041638420.1	WP_041638420.1		ATP-dependent Clp endopeptidase proteolytic subunit ClpP	clpP		MARPI_RS01205	591	196	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	254161	254406	-							MARPI_RS01210	246		old_locus_tag=Marpi_0244
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	254161	254406	-	WP_014295768.1	WP_014295768.1		DUF370 domain-containing protein			MARPI_RS01210	246	81	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	254472	255800	+					obgE		MARPI_RS01215	1329		old_locus_tag=Marpi_0245
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	254472	255800	+	WP_014295769.1	WP_014295769.1		GTPase ObgE	obgE		MARPI_RS01215	1329	442	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	255806	256363	+					nadD		MARPI_RS01220	558		old_locus_tag=Marpi_0246
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	255806	256363	+	WP_014295770.1	WP_014295770.1		nicotinate (nicotinamide) nucleotide adenylyltransferase	nadD		MARPI_RS01220	558	185	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	256373	257164	+							MARPI_RS01225	792		old_locus_tag=Marpi_0247
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	256373	257164	+	WP_014295771.1	WP_014295771.1		shikimate dehydrogenase			MARPI_RS01225	792	263	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	257205	258386	+							MARPI_RS01230	1182		old_locus_tag=Marpi_0248
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	257205	258386	+	WP_014295772.1	WP_014295772.1		class I SAM-dependent rRNA methyltransferase			MARPI_RS01230	1182	393	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	258442	258951	-							MARPI_RS01235	510		old_locus_tag=Marpi_0249
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	258442	258951	-	WP_014295773.1	WP_014295773.1		hypothetical protein			MARPI_RS01235	510	169	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	259194	260819	-							MARPI_RS01240	1626		old_locus_tag=Marpi_0250
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	259194	260819	-	WP_014295774.1	WP_014295774.1		putative manganese-dependent inorganic diphosphatase			MARPI_RS01240	1626	541	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	261093	261602	+							MARPI_RS01245	510		old_locus_tag=Marpi_0251
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	261093	261602	+	WP_014295775.1	WP_014295775.1		OmpH family outer membrane protein			MARPI_RS01245	510	169	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	261607	262317	+					lptB		MARPI_RS01250	711		old_locus_tag=Marpi_0252
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	261607	262317	+	WP_014295776.1	WP_014295776.1		LPS export ABC transporter ATP-binding protein	lptB		MARPI_RS01250	711	236	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	262323	262847	+							MARPI_RS01255	525		old_locus_tag=Marpi_0253
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	262323	262847	+	WP_014295777.1	WP_014295777.1		TIGR00725 family protein			MARPI_RS01255	525	174	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	262844	264250	+					gltX		MARPI_RS01260	1407		old_locus_tag=Marpi_0254
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	262844	264250	+	WP_014295778.1	WP_014295778.1		glutamate--tRNA ligase	gltX		MARPI_RS01260	1407	468	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	264231	265439	+					coaBC		MARPI_RS01265	1209		old_locus_tag=Marpi_0255
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	264231	265439	+	WP_014295779.1	WP_014295779.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		MARPI_RS01265	1209	402	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	265366	266553	+							MARPI_RS10585	1188		old_locus_tag=Marpi_0256
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	265366	266553	+	WP_050899147.1	WP_050899147.1		L,D-transpeptidase family protein			MARPI_RS10585	1188	395	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	266558	267466	+							MARPI_RS01275	909		old_locus_tag=Marpi_0257
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	266558	267466	+	WP_014295781.1	WP_014295781.1		AEC family transporter			MARPI_RS01275	909	302	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	267478	267855	+							MARPI_RS01280	378		old_locus_tag=Marpi_0258
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	267478	267855	+	WP_014295782.1	WP_014295782.1		CoA-binding protein			MARPI_RS01280	378	125	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	267910	269409	+					murJ		MARPI_RS01285	1500		old_locus_tag=Marpi_0259
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	267910	269409	+	WP_014295783.1	WP_014295783.1		murein biosynthesis integral membrane protein MurJ	murJ		MARPI_RS01285	1500	499	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	269481	270437	+							MARPI_RS01290	957		old_locus_tag=Marpi_0260
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	269481	270437	+	WP_014295784.1	WP_014295784.1		1-phosphofructokinase family hexose kinase			MARPI_RS01290	957	318	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	270437	270889	+							MARPI_RS01295	453		old_locus_tag=Marpi_0261
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	270437	270889	+	WP_014295785.1	WP_014295785.1		CBS domain-containing protein			MARPI_RS01295	453	150	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	270892	272184	+					mtaB		MARPI_RS01300	1293		old_locus_tag=Marpi_0262
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	270892	272184	+	WP_014295786.1	WP_014295786.1		tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	mtaB		MARPI_RS01300	1293	430	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	272174	272995	+							MARPI_RS01305	822		old_locus_tag=Marpi_0263
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	272174	272995	+	WP_014295787.1	WP_014295787.1		aminotransferase class IV			MARPI_RS01305	822	273	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	272997	273296	+							MARPI_RS01310	300		old_locus_tag=Marpi_0264
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	272997	273296	+	WP_014295788.1	WP_014295788.1		DciA family protein			MARPI_RS01310	300	99	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	273293	275221	+							MARPI_RS01315	1929		old_locus_tag=Marpi_0265
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	273293	275221	+	WP_014295789.1	WP_014295789.1		type IIA DNA topoisomerase subunit B			MARPI_RS01315	1929	642	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	275223	275696	+							MARPI_RS01320	474		old_locus_tag=Marpi_0266
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	275223	275696	+	WP_014295790.1	WP_014295790.1		DUF4894 domain-containing protein			MARPI_RS01320	474	157	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	275708	277024	+							MARPI_RS01325	1317		old_locus_tag=Marpi_0267
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	275708	277024	+	WP_014295791.1	WP_014295791.1		actin-like ATPase			MARPI_RS01325	1317	438	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	277014	278126	+					ftsZ		MARPI_RS01330	1113		old_locus_tag=Marpi_0268
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	277014	278126	+	WP_014295792.1	WP_014295792.1		cell division protein FtsZ	ftsZ		MARPI_RS01330	1113	370	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	278116	279255	+					tadA		MARPI_RS01335	1140		old_locus_tag=Marpi_0269
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	278116	279255	+	WP_014295793.1	WP_014295793.1		Flp pilus assembly complex ATPase component TadA	tadA		MARPI_RS01335	1140	379	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	279260	280504	+							MARPI_RS01340	1245		old_locus_tag=Marpi_0270
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	279260	280504	+	WP_014295794.1	WP_014295794.1		hypothetical protein			MARPI_RS01340	1245	414	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	280547	281137	+							MARPI_RS01345	591		old_locus_tag=Marpi_0271
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	280547	281137	+	WP_014295795.1	WP_014295795.1		hypothetical protein			MARPI_RS01345	591	196	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	281544	282308	+					cas6		MARPI_RS01350	765		old_locus_tag=Marpi_0272
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	281544	282308	+	WP_014295796.1	WP_014295796.1		CRISPR-associated endoribonuclease Cas6	cas6		MARPI_RS01350	765	254	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	282404	283783	+							MARPI_RS01355	1380		old_locus_tag=Marpi_0273
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	282404	283783	+	WP_014295797.1	WP_014295797.1		CRISPR-associated protein (Cas_CXXC_CXXC)			MARPI_RS01355	1380	459	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	283796	284848	+					cas7i		MARPI_RS01360	1053		old_locus_tag=Marpi_0274
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	283796	284848	+	WP_014295798.1	WP_014295798.1		type I-B CRISPR-associated protein Cas7/Cst2/DevR	cas7i		MARPI_RS01360	1053	350	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	284851	285507	+					cas5b		MARPI_RS01365	657		old_locus_tag=Marpi_0275
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	284851	285507	+	WP_014295799.1	WP_014295799.1		type I-B CRISPR-associated protein Cas5b	cas5b		MARPI_RS01365	657	218	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	285558	287909	+							MARPI_RS01370	2352		old_locus_tag=Marpi_0276
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	285558	287909	+	WP_014295800.1	WP_014295800.1		CRISPR-associated helicase/endonuclease Cas3			MARPI_RS01370	2352	783	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	287992	288495	+					cas4		MARPI_RS01375	504		old_locus_tag=Marpi_0277
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	287992	288495	+	WP_014295801.1	WP_014295801.1		CRISPR-associated protein Cas4	cas4		MARPI_RS01375	504	167	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	288500	289495	+					cas1b		MARPI_RS01380	996		old_locus_tag=Marpi_0278
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	288500	289495	+	WP_014295802.1	WP_014295802.1		type I-B CRISPR-associated endonuclease Cas1b	cas1b		MARPI_RS01380	996	331	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	289498	289758	+					cas2		MARPI_RS01385	261		old_locus_tag=Marpi_0279
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	289498	289758	+	WP_014295803.1	WP_014295803.1		CRISPR-associated endonuclease Cas2	cas2		MARPI_RS01385	261	86	
gene	pseudogene	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	290995	292260	+							MARPI_RS01390	1266		pseudo;old_locus_tag=Marpi_0280
CDS	without_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	290995	292260	+				IS256 family transposase			MARPI_RS01390	1266		pseudo
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	292567	293720	-							MARPI_RS01395	1154		
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	292567	293720	-	WP_202945936.1	WP_202945936.1		IS3 family transposase			MARPI_RS01395	1155	384	ribosomal_slippage
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	294445	294618	+							MARPI_RS11050	174		old_locus_tag=Marpi_0283
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	294445	294618	+	WP_171814207.1	WP_171814207.1		hypothetical protein			MARPI_RS11050	174	57	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	294694	295224	-							MARPI_RS01405	531		old_locus_tag=Marpi_0284
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	294694	295224	-	WP_014295807.1	WP_014295807.1		hypothetical protein			MARPI_RS01405	531	176	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	295873	297603	+							MARPI_RS01410	1731		old_locus_tag=Marpi_0287
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	295873	297603	+	WP_014295810.1	WP_014295810.1		ABC transporter ATP-binding protein/permease			MARPI_RS01410	1731	576	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	297604	299358	+							MARPI_RS01415	1755		old_locus_tag=Marpi_0288
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	297604	299358	+	WP_014295811.1	WP_014295811.1		ABC transporter ATP-binding protein/permease			MARPI_RS01415	1755	584	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	299457	300731	-							MARPI_RS01420	1275		old_locus_tag=Marpi_0289
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	299457	300731	-	WP_014295812.1	WP_014295812.1		TrpB-like pyridoxal phosphate-dependent enzyme			MARPI_RS01420	1275	424	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	301084	301893	+							MARPI_RS01425	810		old_locus_tag=Marpi_0290
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	301084	301893	+	WP_014295813.1	WP_014295813.1		hypothetical protein			MARPI_RS01425	810	269	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	301979	303448	-							MARPI_RS01430	1470		old_locus_tag=Marpi_0291
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	301979	303448	-	WP_014295814.1	WP_014295814.1		recombinase family protein			MARPI_RS01430	1470	489	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	303451	303612	-							MARPI_RS11055	162		old_locus_tag=Marpi_0292
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	303451	303612	-	WP_014295815.1	WP_014295815.1		hypothetical protein			MARPI_RS11055	162	53	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	303769	304140	-							MARPI_RS01435	372		old_locus_tag=Marpi_0293
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	303769	304140	-	WP_014295816.1	WP_014295816.1		STAS-like domain-containing protein			MARPI_RS01435	372	123	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	304157	305122	-							MARPI_RS01440	966		old_locus_tag=Marpi_0294
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	304157	305122	-	WP_014295817.1	WP_014295817.1		STAS domain-containing protein			MARPI_RS01440	966	321	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	305174	306973	-							MARPI_RS01445	1800		old_locus_tag=Marpi_0295
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	305174	306973	-	WP_014295818.1	WP_014295818.1		DUF4041 domain-containing protein			MARPI_RS01445	1800	599	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	307117	308673	-							MARPI_RS01450	1557		old_locus_tag=Marpi_0296
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	307117	308673	-	WP_014295819.1	WP_014295819.1		restriction endonuclease			MARPI_RS01450	1557	518	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	308752	309372	-							MARPI_RS01455	621		old_locus_tag=Marpi_0297
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	308752	309372	-	WP_014295820.1	WP_014295820.1		XRE family transcriptional regulator			MARPI_RS01455	621	206	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	309557	309766	+							MARPI_RS01460	210		old_locus_tag=Marpi_0298
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	309557	309766	+	WP_014295821.1	WP_014295821.1		helix-turn-helix domain-containing protein			MARPI_RS01460	210	69	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	309850	310299	+							MARPI_RS01465	450		old_locus_tag=Marpi_0299
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	309850	310299	+	WP_014295822.1	WP_014295822.1		hypothetical protein			MARPI_RS01465	450	149	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	310384	312429	+							MARPI_RS01470	2046		old_locus_tag=Marpi_0300
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	310384	312429	+	WP_014295823.1	WP_014295823.1		hypothetical protein			MARPI_RS01470	2046	681	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	312426	313394	+							MARPI_RS01475	969		old_locus_tag=Marpi_0301
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	312426	313394	+	WP_014295824.1	WP_014295824.1		recombinase RecT			MARPI_RS01475	969	322	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	313394	314122	+							MARPI_RS01480	729		old_locus_tag=Marpi_0302
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	313394	314122	+	WP_014295825.1	WP_014295825.1		MBL fold metallo-hydrolase			MARPI_RS01480	729	242	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	314220	314987	+							MARPI_RS10590	768		old_locus_tag=Marpi_0303
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	314220	314987	+	WP_014295826.1	WP_014295826.1		conserved phage C-terminal domain-containing protein			MARPI_RS10590	768	255	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	314992	315246	+							MARPI_RS01490	255		old_locus_tag=Marpi_0304
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	314992	315246	+	WP_014295827.1	WP_014295827.1		hypothetical protein			MARPI_RS01490	255	84	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	315200	316474	+							MARPI_RS01495	1275		old_locus_tag=Marpi_0305
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	315200	316474	+	WP_014295828.1	WP_014295828.1		replicative DNA helicase			MARPI_RS01495	1275	424	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	316479	316946	+							MARPI_RS01500	468		old_locus_tag=Marpi_0306
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	316479	316946	+	WP_014295829.1	WP_014295829.1		single-stranded DNA-binding protein			MARPI_RS01500	468	155	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	316950	317369	+					dut		MARPI_RS01505	420		old_locus_tag=Marpi_0307
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	316950	317369	+	WP_014295830.1	WP_014295830.1		dUTP diphosphatase	dut		MARPI_RS01505	420	139	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	317369	317569	+							MARPI_RS01510	201		old_locus_tag=Marpi_0308
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	317369	317569	+	WP_014295831.1	WP_014295831.1		hypothetical protein			MARPI_RS01510	201	66	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	317572	317820	+							MARPI_RS01515	249		old_locus_tag=Marpi_0309
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	317572	317820	+	WP_014295832.1	WP_014295832.1		hypothetical protein			MARPI_RS01515	249	82	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	317804	318169	+							MARPI_RS01520	366		old_locus_tag=Marpi_0310
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	317804	318169	+	WP_014295833.1	WP_014295833.1		RusA family crossover junction endodeoxyribonuclease			MARPI_RS01520	366	121	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	318181	318645	+							MARPI_RS01525	465		old_locus_tag=Marpi_0311
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	318181	318645	+	WP_014295834.1	WP_014295834.1		hypothetical protein			MARPI_RS01525	465	154	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	318642	318914	+							MARPI_RS01530	273		old_locus_tag=Marpi_0312
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	318642	318914	+	WP_014295835.1	WP_014295835.1		hypothetical protein			MARPI_RS01530	273	90	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	318914	319189	+							MARPI_RS01535	276		old_locus_tag=Marpi_0313
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	318914	319189	+	WP_014295836.1	WP_014295836.1		hypothetical protein			MARPI_RS01535	276	91	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	319176	319406	+							MARPI_RS01540	231		old_locus_tag=Marpi_0314
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	319176	319406	+	WP_014295837.1	WP_014295837.1		hypothetical protein			MARPI_RS01540	231	76	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	319423	319905	+							MARPI_RS01545	483		old_locus_tag=Marpi_0315
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	319423	319905	+	WP_014295838.1	WP_014295838.1		sigma-70 family RNA polymerase sigma factor			MARPI_RS01545	483	160	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	320047	320373	+							MARPI_RS01550	327		old_locus_tag=Marpi_0316
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	320047	320373	+	WP_014295839.1	WP_014295839.1		type II toxin-antitoxin system MqsR family toxin			MARPI_RS01550	327	108	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	320379	321398	+							MARPI_RS01555	1020		old_locus_tag=Marpi_0317
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	320379	321398	+	WP_041638431.1	WP_041638431.1		DUF4065 domain-containing protein			MARPI_RS01555	1020	339	
gene	tRNA	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	321517	321591	+							MARPI_RS01560	75		old_locus_tag=Marpi_0318
tRNA		GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	321517	321591	+				tRNA-Pro			MARPI_RS01560	75		anticodon=TGG
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	321839	322219	+							MARPI_RS01565	381		old_locus_tag=Marpi_0319
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	321839	322219	+	WP_014295841.1	WP_014295841.1		helix-turn-helix domain-containing protein			MARPI_RS01565	381	126	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	322203	323450	+							MARPI_RS01570	1248		old_locus_tag=Marpi_0320
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	322203	323450	+	WP_014295842.1	WP_014295842.1		PBSX family phage terminase large subunit			MARPI_RS01570	1248	415	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	323453	324667	+							MARPI_RS01575	1215		old_locus_tag=Marpi_0321
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	323453	324667	+	WP_014295843.1	WP_014295843.1		hypothetical protein			MARPI_RS01575	1215	404	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	324672	326177	+							MARPI_RS01580	1506		old_locus_tag=Marpi_0322
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	324672	326177	+	WP_014295844.1	WP_014295844.1		hypothetical protein			MARPI_RS01580	1506	501	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	326162	326443	+							MARPI_RS01585	282		old_locus_tag=Marpi_0323
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	326162	326443	+	WP_014295845.1	WP_014295845.1		hypothetical protein			MARPI_RS01585	282	93	
