# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	87412	87600	-							X928_RS01680	189		old_locus_tag=X928_01750
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	87412	87600	-	WP_103065526.1	WP_103065526.1		hypothetical protein			X928_RS01680	189	62	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	87623	88240	-							X928_RS01685	618		old_locus_tag=X928_01755
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	87623	88240	-	WP_103065561.1	WP_103065561.1		cyclodeaminase/cyclohydrolase family protein			X928_RS01685	618	205	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	88516	90690	+							X928_RS01690	2175		old_locus_tag=X928_01760
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	88516	90690	+	WP_103065527.1	WP_103065527.1		sodium-translocating pyrophosphatase			X928_RS01690	2175	724	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	90746	91492	-					fabG		X928_RS01695	747		old_locus_tag=X928_01765
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	90746	91492	-	WP_103065528.1	WP_103065528.1		3-oxoacyl-ACP reductase FabG	fabG		X928_RS01695	747	248	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	91512	92387	-					fabD		X928_RS01700	876		old_locus_tag=X928_01770
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	91512	92387	-	WP_103065529.1	WP_103065529.1		ACP S-malonyltransferase	fabD		X928_RS01700	876	291	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	92391	93344	-							X928_RS01705	954		old_locus_tag=X928_01775
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	92391	93344	-	WP_103065530.1	WP_103065530.1		nitronate monooxygenase			X928_RS01705	954	317	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	93361	93780	-					fabZ		X928_RS01710	420		old_locus_tag=X928_01780
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	93361	93780	-	WP_103065531.1	WP_103065531.1		3-hydroxyacyl-ACP dehydratase FabZ	fabZ		X928_RS01710	420	139	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	93787	94635	-							X928_RS01715	849		old_locus_tag=X928_01785
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	93787	94635	-	WP_103065532.1	WP_103065532.1		DegV family protein			X928_RS01715	849	282	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	94650	95882	-					fabF		X928_RS01720	1233		old_locus_tag=X928_01790
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	94650	95882	-	WP_103078198.1	WP_103078198.1		beta-ketoacyl-ACP synthase II	fabF		X928_RS01720	1233	410	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	95943	96584	-							X928_RS01725	642		old_locus_tag=X928_01795
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	95943	96584	-	WP_103077599.1	WP_103077599.1		TetR/AcrR family transcriptional regulator			X928_RS01725	642	213	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	96848	98002	+							X928_RS01730	1155		old_locus_tag=X928_01800
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	96848	98002	+	WP_103078199.1	WP_103078199.1		hypothetical protein			X928_RS01730	1155	384	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	98037	98801	+					mazG		X928_RS01735	765		old_locus_tag=X928_01805
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	98037	98801	+	WP_199171190.1	WP_199171190.1		nucleoside triphosphate pyrophosphohydrolase	mazG		X928_RS01735	765	254	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	98809	99891	+							X928_RS01740	1083		old_locus_tag=X928_01810
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	98809	99891	+	WP_103065536.1	WP_103065536.1		YchF family ATPase			X928_RS01740	1083	360	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	99908	100894	+					galE		X928_RS01745	987		old_locus_tag=X928_01815
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	99908	100894	+	WP_103065537.1	WP_103065537.1		UDP-glucose 4-epimerase GalE	galE		X928_RS01745	987	328	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	100898	101419	+							X928_RS01750	522		old_locus_tag=X928_01820
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	100898	101419	+	WP_103065538.1	WP_103065538.1		adenine phosphoribosyltransferase			X928_RS01750	522	173	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	101454	102827	+							X928_RS01755	1374		old_locus_tag=X928_01825
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	101454	102827	+	WP_103065539.1	WP_103065539.1		glucose-6-phosphate isomerase			X928_RS01755	1374	457	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	102830	103411	+					coaE		X928_RS01760	582		old_locus_tag=X928_01830
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	102830	103411	+	WP_103065540.1	WP_103065540.1		dephospho-CoA kinase	coaE		X928_RS01760	582	193	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	103534	104715	+							X928_RS01765	1182		old_locus_tag=X928_01835
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	103534	104715	+	WP_169926263.1	WP_169926263.1		extracellular solute-binding protein			X928_RS01765	1182	393	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	104784	107294	-							X928_RS01770	2511		old_locus_tag=X928_01840
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	104784	107294	-	WP_103078201.1	WP_103078201.1		tetratricopeptide repeat protein			X928_RS01770	2511	836	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	107539	108519	-							X928_RS01775	981		old_locus_tag=X928_01845
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000009.1	107539	108519	-	WP_211286416.1	WP_211286416.1		hypothetical protein			X928_RS01775	981	326	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	87	989	+							X928_RS01780	903		old_locus_tag=X928_01850
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	87	989	+	WP_103078204.1	WP_103078204.1		phospholipase D-like domain-containing protein			X928_RS01780	903	300	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	1071	2798	+							X928_RS01785	1728		old_locus_tag=X928_01855
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	1071	2798	+	WP_103078205.1	WP_103078205.1		NAD+ synthase			X928_RS01785	1728	575	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	3311	4045	+							X928_RS01790	735		old_locus_tag=X928_01860
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	3311	4045	+	WP_146026617.1	WP_146026617.1		hypothetical protein			X928_RS01790	735	244	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	4169	6736	+					glgP		X928_RS01795	2568		old_locus_tag=X928_01865
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	4169	6736	+	WP_103078207.1	WP_103078207.1		alpha-glucan family phosphorylase	glgP		X928_RS01795	2568	855	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	6831	9353	+							X928_RS01800	2523		old_locus_tag=X928_01870
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	6831	9353	+	WP_103078208.1	WP_103078208.1		adenosylcobalamin-dependent ribonucleoside-diphosphate reductase			X928_RS01800	2523	840	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	9468	9818	-							X928_RS01805	351		old_locus_tag=X928_01875
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	9468	9818	-	WP_103077262.1	WP_103077262.1		DUF190 domain-containing protein			X928_RS01805	351	116	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	9878	10255	-					crcB		X928_RS01810	378		old_locus_tag=X928_01880
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	9878	10255	-	WP_103078209.1	WP_103078209.1		fluoride efflux transporter CrcB	crcB		X928_RS01810	378	125	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	13941	15272	+					cmr1		X928_RS01815	1332		old_locus_tag=X928_01885
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	13941	15272	+	WP_103078210.1	WP_103078210.1		type III-B CRISPR module RAMP protein Cmr1	cmr1		X928_RS01815	1332	443	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	15337	16101	+							X928_RS01820	765		old_locus_tag=X928_01890
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	15337	16101	+	WP_211286417.1	WP_211286417.1		RAMP superfamily CRISPR-associated protein			X928_RS01820	765	254	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	16171	19254	+							X928_RS01825	3084		old_locus_tag=X928_01895
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	16171	19254	+	WP_103078211.1	WP_103078211.1		CRISPR-associated protein Csx11			X928_RS01825	3084	1027	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	19251	20186	+					cmr4		X928_RS01830	936		old_locus_tag=X928_01900
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	19251	20186	+	WP_211286418.1	WP_211286418.1		type III-B CRISPR module RAMP protein Cmr4	cmr4		X928_RS01830	936	311	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	20190	20618	+							X928_RS01835	429		old_locus_tag=X928_01905
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	20190	20618	+	WP_103078212.1	WP_103078212.1		hypothetical protein			X928_RS01835	429	142	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	20581	21564	+							X928_RS01840	984		old_locus_tag=X928_01910
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	20581	21564	+	WP_211286419.1	WP_211286419.1		hypothetical protein			X928_RS01840	984	327	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	25194	25961	+							X928_RS01845	768		old_locus_tag=X928_01920
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	25194	25961	+	WP_103078213.1	WP_103078213.1		DUF364 domain-containing protein			X928_RS01845	768	255	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	26305	26820	+					cobO		X928_RS01850	516		old_locus_tag=X928_01925
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	26305	26820	+	WP_103078214.1	WP_103078214.1		cob(I)yrinic acid a,c-diamide adenosyltransferase	cobO		X928_RS01850	516	171	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	27099	27593	+							X928_RS01855	495		old_locus_tag=X928_01930
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	27099	27593	+	WP_146026618.1	WP_146026618.1		hypothetical protein			X928_RS01855	495	164	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	27676	28425	+							X928_RS01860	750		old_locus_tag=X928_01935
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	27676	28425	+	WP_103078216.1	WP_103078216.1		ABC transporter ATP-binding protein			X928_RS01860	750	249	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	28447	30042	+							X928_RS01865	1596		old_locus_tag=X928_01940
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	28447	30042	+	WP_103078217.1	WP_103078217.1		hypothetical protein			X928_RS01865	1596	531	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	30302	30958	+							X928_RS01870	657		old_locus_tag=X928_01950
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	30302	30958	+	WP_103078218.1	WP_103078218.1		MBL fold metallo-hydrolase			X928_RS01870	657	218	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	31011	32405	+							X928_RS01875	1395		old_locus_tag=X928_01955
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	31011	32405	+	WP_103078219.1	WP_103078219.1		YfcC family protein			X928_RS01875	1395	464	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	32420	33514	+							X928_RS01880	1095		old_locus_tag=X928_01960
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	32420	33514	+	WP_103078220.1	WP_103078220.1		M14 family metallopeptidase			X928_RS01880	1095	364	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	33590	34513	+							X928_RS01885	924		old_locus_tag=X928_01965
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	33590	34513	+	WP_103078221.1	WP_103078221.1		L-lactate dehydrogenase			X928_RS01885	924	307	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	34528	35211	+							X928_RS01890	684		old_locus_tag=X928_01970
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	34528	35211	+	WP_103078222.1	WP_103078222.1		DUF3298 and DUF4163 domain-containing protein			X928_RS01890	684	227	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	35454	36029	+							X928_RS01895	576		old_locus_tag=X928_01980
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	35454	36029	+	WP_103078223.1	WP_103078223.1		nitroreductase family protein			X928_RS01895	576	191	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	36248	38494	+							X928_RS01900	2247		old_locus_tag=X928_01990
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	36248	38494	+	WP_245857148.1	WP_245857148.1		bifunctional dihydroorotate dehydrogenase B NAD binding subunit/NADPH-dependent glutamate synthase			X928_RS01900	2247	748	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	38494	39135	+							X928_RS01905	642		old_locus_tag=X928_01995
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	38494	39135	+	WP_103078225.1	WP_103078225.1		protein-L-isoaspartate(D-aspartate) O-methyltransferase			X928_RS01905	642	213	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	39189	40289	-							X928_RS01910	1101		old_locus_tag=X928_02000
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	39189	40289	-	WP_103078226.1	WP_103078226.1		BMP family ABC transporter substrate-binding protein			X928_RS01910	1101	366	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	40632	41987	+							X928_RS01915	1356		old_locus_tag=X928_02005
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	40632	41987	+	WP_169926267.1	WP_169926267.1		MBL fold metallo-hydrolase			X928_RS01915	1356	451	
gene	tRNA	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	42111	42186	+							X928_RS01920	76		old_locus_tag=X928_02010
tRNA		GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	42111	42186	+				tRNA-Ala			X928_RS01920	76		anticodon=GGC
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	42389	43840	+					guaB		X928_RS01925	1452		old_locus_tag=X928_02015
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	42389	43840	+	WP_103078227.1	WP_103078227.1		IMP dehydrogenase	guaB		X928_RS01925	1452	483	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	43970	45013	+					rlmN		X928_RS01930	1044		old_locus_tag=X928_02020
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	43970	45013	+	WP_103078228.1	WP_103078228.1		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN		X928_RS01930	1044	347	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	45019	45522	+							X928_RS01935	504		old_locus_tag=X928_02025
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	45019	45522	+	WP_103078229.1	WP_103078229.1		PASTA domain-containing protein			X928_RS01935	504	167	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	45519	46421	+					rsgA		X928_RS01940	903		old_locus_tag=X928_02030
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	45519	46421	+	WP_103078230.1	WP_103078230.1		ribosome small subunit-dependent GTPase A	rsgA		X928_RS01940	903	300	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	46434	47093	+					rpe		X928_RS01945	660		old_locus_tag=X928_02035
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	46434	47093	+	WP_103078231.1	WP_103078231.1		ribulose-phosphate 3-epimerase	rpe		X928_RS01945	660	219	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	47095	47709	+					rdgB		X928_RS01950	615		old_locus_tag=X928_02040
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	47095	47709	+	WP_245857151.1	WP_245857151.1		RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	rdgB		X928_RS01950	615	204	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	47824	48096	+							X928_RS01955	273		old_locus_tag=X928_02045
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	47824	48096	+	WP_012209694.1	WP_012209694.1		HU family DNA-binding protein			X928_RS01955	273	90	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	48165	48836	+							X928_RS01960	672		old_locus_tag=X928_02050
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	48165	48836	+	WP_103078233.1	WP_103078233.1		serine/threonine protein phosphatase			X928_RS01960	672	223	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	48973	50298	+					gcvT		X928_RS01965	1326		old_locus_tag=X928_02055
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	48973	50298	+	WP_103078234.1	WP_103078234.1		glycine cleavage system aminomethyltransferase GcvT	gcvT		X928_RS01965	1326	441	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	50477	51823	+					gcvPA		X928_RS01970	1347		old_locus_tag=X928_02065
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	50477	51823	+	WP_103078235.1	WP_103078235.1		aminomethyl-transferring glycine dehydrogenase subunit GcvPA	gcvPA		X928_RS01970	1347	448	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	51820	53256	+					gcvPB		X928_RS01975	1437		old_locus_tag=X928_02070
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	51820	53256	+	WP_103078236.1	WP_103078236.1		aminomethyl-transferring glycine dehydrogenase subunit GcvPB	gcvPB		X928_RS01975	1437	478	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	53335	53808	-							X928_RS01980	474		old_locus_tag=X928_02075
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	53335	53808	-	WP_169926268.1	WP_169926268.1		transcriptional repressor			X928_RS01980	474	157	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	54060	55028	+					pfkA		X928_RS01985	969		old_locus_tag=X928_02080
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	54060	55028	+	WP_211286420.1	WP_211286420.1		6-phosphofructokinase	pfkA		X928_RS01985	969	322	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	55094	56530	+					pyk		X928_RS01990	1437		old_locus_tag=X928_02085
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	55094	56530	+	WP_103078238.1	WP_103078238.1		pyruvate kinase	pyk		X928_RS01990	1437	478	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	56575	57987	+					hslU		X928_RS01995	1413		old_locus_tag=X928_02090
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	56575	57987	+	WP_103078239.1	WP_103078239.1		ATP-dependent protease ATPase subunit HslU	hslU		X928_RS01995	1413	470	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	58048	58482	+							X928_RS02000	435		old_locus_tag=X928_02095
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	58048	58482	+	WP_103078240.1	WP_103078240.1		NAD-binding protein			X928_RS02000	435	144	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	58475	59155	+							X928_RS02005	681		old_locus_tag=X928_02100
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	58475	59155	+	WP_103078241.1	WP_103078241.1		NAD-binding protein			X928_RS02005	681	226	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	59160	60704	+							X928_RS02010	1545		old_locus_tag=X928_02105
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	59160	60704	+	WP_103078242.1	WP_103078242.1		TrkH family potassium uptake protein			X928_RS02010	1545	514	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	60809	61639	-							X928_RS02015	831		old_locus_tag=X928_02110
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	60809	61639	-	WP_103078243.1	WP_103078243.1		carbohydrate ABC transporter permease			X928_RS02015	831	276	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	61639	62562	-							X928_RS02020	924		old_locus_tag=X928_02115
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	61639	62562	-	WP_103078244.1	WP_103078244.1		sugar ABC transporter permease			X928_RS02020	924	307	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	62643	63890	-							X928_RS02025	1248		old_locus_tag=X928_02120
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	62643	63890	-	WP_103076889.1	WP_103076889.1		extracellular solute-binding protein			X928_RS02025	1248	415	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	63951	65117	-							X928_RS02030	1167		old_locus_tag=X928_02125
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	63951	65117	-	WP_103078245.1	WP_103078245.1		ROK family transcriptional regulator			X928_RS02030	1167	388	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	65546	66517	-							X928_RS02035	972		old_locus_tag=X928_02130
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	65546	66517	-	WP_103078246.1	WP_103078246.1		HAMP domain-containing histidine kinase			X928_RS02035	972	323	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	66520	67212	-							X928_RS02040	693		old_locus_tag=X928_02135
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000010.1	66520	67212	-	WP_103078247.1	WP_103078247.1		response regulator transcription factor			X928_RS02040	693	230	
