# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	19177	19350	+							BUA62_RS11670	174		old_locus_tag=SAMN02745164_00915
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	19177	19350	+	WP_200782324.1	WP_200782324.1		hypothetical protein			BUA62_RS11670	174	57	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	19391	21313	-					thrS		BUA62_RS04540	1923		old_locus_tag=SAMN02745164_00916
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	19391	21313	-	WP_084670699.1	WP_084670699.1		threonine--tRNA ligase	thrS		BUA62_RS04540	1923	640	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	21337	22134	-							BUA62_RS11675	798		old_locus_tag=SAMN02745164_00917
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	21337	22134	-	WP_200782325.1	WP_200782325.1		Rid family detoxifying hydrolase			BUA62_RS11675	798	265	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	22150	23220	-					prfA		BUA62_RS04550	1071		old_locus_tag=SAMN02745164_00918
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	22150	23220	-	WP_072863906.1	WP_072863906.1		peptide chain release factor 1	prfA		BUA62_RS04550	1071	356	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	23279	24823	-							BUA62_RS04555	1545		old_locus_tag=SAMN02745164_00919
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	23279	24823	-	WP_072863908.1	WP_072863908.1		ABC transporter permease subunit			BUA62_RS04555	1545	514	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	24858	25970	+							BUA62_RS04560	1113		old_locus_tag=SAMN02745164_00920
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	24858	25970	+	WP_072863910.1	WP_072863910.1		metallophosphoesterase			BUA62_RS04560	1113	370	
gene	tRNA	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	26020	26095	+							BUA62_RS04565	76		old_locus_tag=SAMN02745164_00921
tRNA		GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	26020	26095	+				tRNA-Ala			BUA62_RS04565	76		anticodon=GGC
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	26162	26983	+							BUA62_RS04570	822		old_locus_tag=SAMN02745164_00922
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	26162	26983	+	WP_072863912.1	WP_072863912.1		Cof-type HAD-IIB family hydrolase			BUA62_RS04570	822	273	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	26943	27761	+							BUA62_RS04575	819		old_locus_tag=SAMN02745164_00923
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	26943	27761	+	WP_072863914.1	WP_072863914.1		hypothetical protein			BUA62_RS04575	819	272	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	27782	28381	+							BUA62_RS04580	600		old_locus_tag=SAMN02745164_00924
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	27782	28381	+	WP_072863916.1	WP_072863916.1		diguanylate cyclase			BUA62_RS04580	600	199	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	28403	29692	+					murA		BUA62_RS04585	1290		old_locus_tag=SAMN02745164_00925
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	28403	29692	+	WP_143148325.1	WP_143148325.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA		BUA62_RS04585	1290	429	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	29858	31003	+							BUA62_RS04590	1146		old_locus_tag=SAMN02745164_00926
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	29858	31003	+	WP_200782327.1	WP_200782327.1		pyridoxal phosphate-dependent aminotransferase			BUA62_RS04590	1146	381	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	31003	32358	+							BUA62_RS04595	1356		old_locus_tag=SAMN02745164_00927
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	31003	32358	+	WP_072863920.1	WP_072863920.1		glutamate mutase L			BUA62_RS04595	1356	451	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	32392	33318	-							BUA62_RS04600	927		old_locus_tag=SAMN02745164_00928
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	32392	33318	-	WP_072863922.1	WP_072863922.1		magnesium transporter CorA family protein			BUA62_RS04600	927	308	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	33474	34295	-							BUA62_RS04605	822		old_locus_tag=SAMN02745164_00929
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	33474	34295	-	WP_072863924.1	WP_072863924.1		metal ABC transporter permease			BUA62_RS04605	822	273	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	34288	35028	-							BUA62_RS04610	741		old_locus_tag=SAMN02745164_00930
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	34288	35028	-	WP_072863926.1	WP_072863926.1		ABC transporter ATP-binding protein			BUA62_RS04610	741	246	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	35021	35404	-							BUA62_RS04615	384		old_locus_tag=SAMN02745164_00931
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	35021	35404	-	WP_072863928.1	WP_072863928.1		transcriptional repressor			BUA62_RS04615	384	127	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	35409	36284	-							BUA62_RS04620	876		old_locus_tag=SAMN02745164_00932
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	35409	36284	-	WP_072863930.1	WP_072863930.1		metal ABC transporter substrate-binding protein			BUA62_RS04620	876	291	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	36383	36793	-					folK		BUA62_RS04625	411		old_locus_tag=SAMN02745164_00933
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	36383	36793	-	WP_234970284.1	WP_234970284.1		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK		BUA62_RS04625	411	136	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	36859	38055	-					folP		BUA62_RS04630	1197		old_locus_tag=SAMN02745164_00934
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	36859	38055	-	WP_143148327.1	WP_143148327.1		dihydropteroate synthase	folP		BUA62_RS04630	1197	398	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	38049	38795	-					folE2		BUA62_RS04635	747		old_locus_tag=SAMN02745164_00935
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	38049	38795	-	WP_072863934.1	WP_072863934.1		GTP cyclohydrolase FolE2	folE2		BUA62_RS04635	747	248	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	38797	39153	-					queD		BUA62_RS04640	357		old_locus_tag=SAMN02745164_00936
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	38797	39153	-	WP_072863936.1	WP_072863936.1		6-carboxytetrahydropterin synthase QueD	queD		BUA62_RS04640	357	118	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	39239	41197	-							BUA62_RS04645	1959		old_locus_tag=SAMN02745164_00937
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	39239	41197	-	WP_072863938.1	WP_072863938.1		IGHMBP2 family helicase			BUA62_RS04645	1959	652	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	41320	42261	+							BUA62_RS04650	942		old_locus_tag=SAMN02745164_00938
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	41320	42261	+	WP_072863940.1	WP_072863940.1		PD-(D/E)XK nuclease family protein			BUA62_RS04650	942	313	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	42429	42809	+					rbsD		BUA62_RS04655	381		old_locus_tag=SAMN02745164_00939
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	42429	42809	+	WP_072863941.1	WP_072863941.1		D-ribose pyranase	rbsD		BUA62_RS04655	381	126	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	42809	44287	+							BUA62_RS04660	1479		old_locus_tag=SAMN02745164_00940
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	42809	44287	+	WP_072863944.1	WP_072863944.1		sugar ABC transporter ATP-binding protein			BUA62_RS04660	1479	492	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	44287	45213	+							BUA62_RS04665	927		old_locus_tag=SAMN02745164_00941
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	44287	45213	+	WP_072863946.1	WP_072863946.1		ribose ABC transporter permease			BUA62_RS04665	927	308	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	45228	46097	+							BUA62_RS04670	870		old_locus_tag=SAMN02745164_00942
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	45228	46097	+	WP_072863948.1	WP_072863948.1		D-ribose ABC transporter substrate-binding protein			BUA62_RS04670	870	289	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	46145	47128	+							BUA62_RS04675	984		old_locus_tag=SAMN02745164_00943
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	46145	47128	+	WP_084670701.1	WP_084670701.1		LacI family transcriptional regulator			BUA62_RS04675	984	327	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	47130	47468	-							BUA62_RS04680	339		old_locus_tag=SAMN02745164_00944
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	47130	47468	-	WP_072863952.1	WP_072863952.1		chorismate mutase			BUA62_RS04680	339	112	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	47827	48387	-					pyrE		BUA62_RS04685	561		old_locus_tag=SAMN02745164_00946
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	47827	48387	-	WP_072863955.1	WP_072863955.1		orotate phosphoribosyltransferase	pyrE		BUA62_RS04685	561	186	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	48389	49144	-					pyrF		BUA62_RS04690	756		old_locus_tag=SAMN02745164_00947
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	48389	49144	-	WP_072863957.1	WP_072863957.1		orotidine-5'-phosphate decarboxylase	pyrF		BUA62_RS04690	756	251	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	49137	50036	-							BUA62_RS04695	900		old_locus_tag=SAMN02745164_00948
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	49137	50036	-	WP_072863959.1	WP_072863959.1		dihydroorotate dehydrogenase			BUA62_RS04695	900	299	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	50030	50734	-							BUA62_RS04700	705		old_locus_tag=SAMN02745164_00949
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	50030	50734	-	WP_072863961.1	WP_072863961.1		hypothetical protein			BUA62_RS04700	705	234	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	50731	51924	-							BUA62_RS04705	1194		old_locus_tag=SAMN02745164_00950
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	50731	51924	-	WP_072863963.1	WP_072863963.1		dihydroorotase			BUA62_RS04705	1194	397	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	51933	53525	-							BUA62_RS04710	1593		old_locus_tag=SAMN02745164_00951
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	51933	53525	-	WP_072863965.1	WP_072863965.1		bifunctional aspartate carbamoyltransferase catalytic subunit/aspartate carbamoyltransferase regulatory subunit			BUA62_RS04710	1593	530	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	53955	54239	+							BUA62_RS04715	285		old_locus_tag=SAMN02745164_00953
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000011.1	53955	54239	+	WP_159429495.1	WP_159429495.1		DUF1232 domain-containing protein			BUA62_RS04715	285	94	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	144	1226	+							BUA62_RS08015	1083		old_locus_tag=SAMN02745164_01617
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	144	1226	+	WP_072865260.1	WP_072865260.1		SPASM domain-containing protein			BUA62_RS08015	1083	360	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	1258	2634	+							BUA62_RS08020	1377		old_locus_tag=SAMN02745164_01618
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	1258	2634	+	WP_072865262.1	WP_072865262.1		radical SAM protein			BUA62_RS08020	1377	458	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	2701	3465	+							BUA62_RS08025	765		old_locus_tag=SAMN02745164_01619
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	2701	3465	+	WP_072865264.1	WP_072865264.1		SDR family oxidoreductase			BUA62_RS08025	765	254	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	3525	6494	+							BUA62_RS08030	2970		old_locus_tag=SAMN02745164_01620
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	3525	6494	+	WP_072865266.1	WP_072865266.1		AMP-binding protein			BUA62_RS08030	2970	989	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	6494	7687	+							BUA62_RS08035	1194		old_locus_tag=SAMN02745164_01621
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	6494	7687	+	WP_047266229.1	WP_047266229.1		MFS transporter			BUA62_RS08035	1194	397	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	7749	9485	+					asnB		BUA62_RS08040	1737		old_locus_tag=SAMN02745164_01622
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	7749	9485	+	WP_072865268.1	WP_072865268.1		asparagine synthase (glutamine-hydrolyzing)	asnB		BUA62_RS08040	1737	578	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	9628	11295	-					hcp		BUA62_RS08045	1668		old_locus_tag=SAMN02745164_01623
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	9628	11295	-	WP_200782384.1	WP_200782384.1		hydroxylamine reductase	hcp		BUA62_RS08045	1668	555	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	11317	12513	-							BUA62_RS08050	1197		old_locus_tag=SAMN02745164_01624
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	11317	12513	-	WP_072865299.1	WP_072865299.1		DUF438 domain-containing protein			BUA62_RS08050	1197	398	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	12652	13317	-							BUA62_RS08055	666		old_locus_tag=SAMN02745164_01625
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	12652	13317	-	WP_072865270.1	WP_072865270.1		Crp/Fnr family transcriptional regulator			BUA62_RS08055	666	221	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	13427	14926	+							BUA62_RS08060	1500		old_locus_tag=SAMN02745164_01626
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	13427	14926	+	WP_072865273.1	WP_072865273.1		bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase			BUA62_RS08060	1500	499	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	14919	16010	+							BUA62_RS08065	1092		old_locus_tag=SAMN02745164_01627
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	14919	16010	+	WP_072865275.1	WP_072865275.1		hypothetical protein			BUA62_RS08065	1092	363	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	16013	16657	+							BUA62_RS08070	645		old_locus_tag=SAMN02745164_01628
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	16013	16657	+	WP_072865277.1	WP_072865277.1		thiamine diphosphokinase			BUA62_RS08070	645	214	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	16685	18145	-							BUA62_RS08075	1461		old_locus_tag=SAMN02745164_01629
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	16685	18145	-	WP_072865279.1	WP_072865279.1		diguanylate cyclase			BUA62_RS08075	1461	486	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	18151	19194	-							BUA62_RS08080	1044		old_locus_tag=SAMN02745164_01630
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	18151	19194	-	WP_072865281.1	WP_072865281.1		uroporphyrinogen decarboxylase family protein			BUA62_RS08080	1044	347	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	19172	19810	-							BUA62_RS08085	639		old_locus_tag=SAMN02745164_01631
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	19172	19810	-	WP_072865283.1	WP_072865283.1		cobalamin-dependent protein			BUA62_RS08085	639	212	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	19987	21222	-							BUA62_RS08090	1236		old_locus_tag=SAMN02745164_01632
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	19987	21222	-	WP_072865284.1	WP_072865284.1		iron-containing alcohol dehydrogenase			BUA62_RS08090	1236	411	
gene	tRNA	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	21716	21790	-							BUA62_RS08095	75		old_locus_tag=SAMN02745164_01633
tRNA		GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	21716	21790	-				tRNA-Asn			BUA62_RS08095	75		anticodon=GTT
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	21869	22573	-							BUA62_RS08100	705		old_locus_tag=SAMN02745164_01634
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	21869	22573	-	WP_072865286.1	WP_072865286.1		hypothetical protein			BUA62_RS08100	705	234	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	22570	23754	-							BUA62_RS08105	1185		old_locus_tag=SAMN02745164_01635
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	22570	23754	-	WP_143148348.1	WP_143148348.1		TIGR04013 family B12-binding domain/radical SAM domain-containing protein			BUA62_RS08105	1185	394	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	23735	24193	-							BUA62_RS08110	459		old_locus_tag=SAMN02745164_01636
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	23735	24193	-	WP_072865290.1	WP_072865290.1		hypothetical protein			BUA62_RS08110	459	152	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	24203	25912	-					argS		BUA62_RS08115	1710		old_locus_tag=SAMN02745164_01637
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	24203	25912	-	WP_072865292.1	WP_072865292.1		arginine--tRNA ligase	argS		BUA62_RS08115	1710	569	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	26203	28020	+					dnaK		BUA62_RS08120	1818		old_locus_tag=SAMN02745164_01638
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	26203	28020	+	WP_072865294.1	WP_072865294.1		molecular chaperone DnaK	dnaK		BUA62_RS08120	1818	605	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	28272	28491	-							BUA62_RS11335	220		partial;old_locus_tag=SAMN02745164_01639
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000029.1	28272	28491	-	WP_143148349.1	WP_143148349.1		transposase			BUA62_RS11335	220	72	partial
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	1	226	+							BUA62_RS11500	226		partial;old_locus_tag=SAMN02745164_01361
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	1	226	+	WP_200782352.1	WP_200782352.1		hypothetical protein			BUA62_RS11500	226	74	partial
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	377	886	-							BUA62_RS06750	510		old_locus_tag=SAMN02745164_01362
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	377	886	-	WP_072864799.1	WP_072864799.1		ferritin			BUA62_RS06750	510	169	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	1201	1977	+							BUA62_RS06755	777		old_locus_tag=SAMN02745164_01363
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	1201	1977	+	WP_072864801.1	WP_072864801.1		transporter substrate-binding domain-containing protein			BUA62_RS06755	777	258	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	1979	2719	+							BUA62_RS06760	741		old_locus_tag=SAMN02745164_01364
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	1979	2719	+	WP_234970293.1	WP_234970293.1		amino acid ABC transporter permease			BUA62_RS06760	741	246	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	2716	3411	+							BUA62_RS06765	696		old_locus_tag=SAMN02745164_01365
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	2716	3411	+	WP_072864804.1	WP_072864804.1		amino acid ABC transporter ATP-binding protein			BUA62_RS06765	696	231	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	3616	4392	+							BUA62_RS06770	777		old_locus_tag=SAMN02745164_01366
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	3616	4392	+	WP_072864806.1	WP_072864806.1		transporter substrate-binding domain-containing protein			BUA62_RS06770	777	258	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	4702	5829	+							BUA62_RS06775	1128		old_locus_tag=SAMN02745164_01367
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	4702	5829	+	WP_084670737.1	WP_084670737.1		citrate/2-methylcitrate synthase			BUA62_RS06775	1128	375	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	5822	7072	+							BUA62_RS06780	1251		old_locus_tag=SAMN02745164_01368
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	5822	7072	+	WP_072864810.1	WP_072864810.1		3-isopropylmalate dehydratase large subunit			BUA62_RS06780	1251	416	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	7069	7569	+							BUA62_RS06785	501		old_locus_tag=SAMN02745164_01369
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	7069	7569	+	WP_143148341.1	WP_143148341.1		3-isopropylmalate dehydratase small subunit			BUA62_RS06785	501	166	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	7574	8353	+					proC		BUA62_RS06790	780		old_locus_tag=SAMN02745164_01370
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	7574	8353	+	WP_072864812.1	WP_072864812.1		pyrroline-5-carboxylate reductase	proC		BUA62_RS06790	780	259	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000021.1	8363	9607	+							BUA62_RS06795	1245		old_locus_tag=SAMN02745164_01371
