# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	438956	440119	+	WP_012208255.1	WP_012208255.1		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD		PMOB_RS02095	1164	387	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	440664	441680	+							PMOB_RS02100	1017		old_locus_tag=Pmob_0407
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	440664	441680	+	WP_012208256.1	WP_012208256.1		site-specific DNA-methyltransferase			PMOB_RS02100	1017	338	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	441640	443640	+							PMOB_RS02105	2001		old_locus_tag=Pmob_0408
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	441640	443640	+	WP_041534017.1	WP_041534017.1		DUF87 domain-containing protein			PMOB_RS02105	2001	666	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	443658	444989	+							PMOB_RS02110	1332		old_locus_tag=Pmob_0409
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	443658	444989	+	WP_012208258.1	WP_012208258.1		DNA double-strand break repair nuclease NurA			PMOB_RS02110	1332	443	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	445160	446692	-							PMOB_RS02115	1533		old_locus_tag=Pmob_0410
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	445160	446692	-	WP_012208259.1	WP_012208259.1		IS1634 family transposase			PMOB_RS02115	1533	510	
gene	pseudogene	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	447138	447954	-							PMOB_RS10900	817		pseudo
CDS	without_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	447138	447954	-				transposase			PMOB_RS10900	817		pseudo
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	447992	448465	-							PMOB_RS10515	474		
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	447992	448465	-	WP_041534020.1	WP_041534020.1		transposase family protein			PMOB_RS10515	474	157	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	448533	448829	+							PMOB_RS02135	297		old_locus_tag=Pmob_0412
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	448533	448829	+	WP_012208260.1	WP_012208260.1		hypothetical protein			PMOB_RS02135	297	98	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	449192	450217	+							PMOB_RS02140	1026		old_locus_tag=Pmob_0413
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	449192	450217	+	WP_012208261.1	WP_012208261.1		DUF3644 domain-containing protein			PMOB_RS02140	1026	341	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	450740	451174	+							PMOB_RS02145	435		old_locus_tag=Pmob_0414
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	450740	451174	+	WP_012208262.1	WP_012208262.1		MOSC domain-containing protein			PMOB_RS02145	435	144	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	451298	451498	+							PMOB_RS02150	201		old_locus_tag=Pmob_0415
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	451298	451498	+	WP_012208263.1	WP_012208263.1		DUF6440 family protein			PMOB_RS02150	201	66	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	451780	452829	-					arsB		PMOB_RS02155	1050		old_locus_tag=Pmob_0416
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	451780	452829	-	WP_012208264.1	WP_012208264.1		ACR3 family arsenite efflux transporter	arsB		PMOB_RS02155	1050	349	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	452964	453326	-							PMOB_RS02160	363		old_locus_tag=Pmob_0417
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	452964	453326	-	WP_012208265.1	WP_012208265.1		metalloregulator ArsR/SmtB family transcription factor			PMOB_RS02160	363	120	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	453901	454608	+							PMOB_RS02165	708		old_locus_tag=Pmob_0418
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	453901	454608	+	WP_012208266.1	WP_012208266.1		hypothetical protein			PMOB_RS02165	708	235	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	454723	455907	+							PMOB_RS02170	1185		old_locus_tag=Pmob_0419
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	454723	455907	+	WP_012208267.1	WP_012208267.1		MFS transporter			PMOB_RS02170	1185	394	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	455909	456148	-							PMOB_RS02175	240		old_locus_tag=Pmob_0420
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	455909	456148	-	WP_231282487.1	WP_231282487.1		GNAT family N-acetyltransferase			PMOB_RS02175	240	79	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	456322	457203	-							PMOB_RS02180	882		old_locus_tag=Pmob_0421
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	456322	457203	-	WP_041534021.1	WP_041534021.1		AAA family ATPase			PMOB_RS02180	882	293	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	458257	458664	+							PMOB_RS02190	408		old_locus_tag=Pmob_0423
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	458257	458664	+	WP_012208270.1	WP_012208270.1		glycosyl hydrolase-like protein			PMOB_RS02190	408	135	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	458752	459171	+							PMOB_RS02195	420		old_locus_tag=Pmob_0424
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	458752	459171	+	WP_012208271.1	WP_012208271.1		phage holin family protein			PMOB_RS02195	420	139	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	459168	460172	+							PMOB_RS02200	1005		old_locus_tag=Pmob_0425
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	459168	460172	+	WP_012208272.1	WP_012208272.1		N-acetylmuramoyl-L-alanine amidase			PMOB_RS02200	1005	334	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	460248	461666	-					ltrA		PMOB_RS02205	1419		old_locus_tag=Pmob_0426
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	460248	461666	-	WP_012208273.1	WP_012208273.1		group II intron reverse transcriptase/maturase	ltrA		PMOB_RS02205	1419	472	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	461742	461885	-							PMOB_RS10520	144		
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	461742	461885	-	WP_155811037.1	WP_155811037.1		hypothetical protein			PMOB_RS10520	144	47	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	462115	462333	+							PMOB_RS02210	219		old_locus_tag=Pmob_0427
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	462115	462333	+	WP_012208274.1	WP_012208274.1		hypothetical protein			PMOB_RS02210	219	72	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	462395	463963	+							PMOB_RS02215	1569		old_locus_tag=Pmob_0428
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	462395	463963	+	WP_012208275.1	WP_012208275.1		recombinase family protein			PMOB_RS02215	1569	522	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	464380	465948	+							PMOB_RS02225	1569		old_locus_tag=Pmob_0430
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	464380	465948	+	WP_012208276.1	WP_012208276.1		recombinase family protein			PMOB_RS02225	1569	522	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	466448	466822	+							PMOB_RS02235	375		old_locus_tag=Pmob_0432
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	466448	466822	+	WP_005584884.1	WP_005584884.1		metalloregulator ArsR/SmtB family transcription factor			PMOB_RS02235	375	124	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	466836	469196	+					cadA		PMOB_RS02240	2361		old_locus_tag=Pmob_0433
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	466836	469196	+	WP_012208277.1	WP_012208277.1		cadmium-translocating P-type ATPase	cadA		PMOB_RS02240	2361	786	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	469283	469747	+					lspA		PMOB_RS02245	465		old_locus_tag=Pmob_0434
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	469283	469747	+	WP_004103231.1	WP_004103231.1		signal peptidase II	lspA		PMOB_RS02245	465	154	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	469905	470390	+							PMOB_RS02250	486		old_locus_tag=Pmob_0435
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	469905	470390	+	WP_003868548.1	WP_003868548.1		(2Fe-2S)-binding protein			PMOB_RS02250	486	161	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	470640	471266	+							PMOB_RS02255	627		old_locus_tag=Pmob_0436
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	470640	471266	+	WP_012208278.1	WP_012208278.1		SGNH/GDSL hydrolase family protein			PMOB_RS02255	627	208	
gene	pseudogene	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	471328	471570	-							PMOB_RS10525	243		partial;pseudo;old_locus_tag=Pmob_0437
CDS	without_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	471328	471570	-				arsenical-resistance protein			PMOB_RS10525	243		partial;pseudo
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	471582	471902	-							PMOB_RS02260	321		old_locus_tag=Pmob_0438
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	471582	471902	-	WP_012208280.1	WP_012208280.1		metalloregulator ArsR/SmtB family transcription factor			PMOB_RS02260	321	106	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	472281	473465	+							PMOB_RS02265	1185		old_locus_tag=Pmob_0439
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	472281	473465	+	WP_012208281.1	WP_012208281.1		MFS transporter			PMOB_RS02265	1185	394	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	473467	473889	-							PMOB_RS02270	423		old_locus_tag=Pmob_0440
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	473467	473889	-	WP_012208282.1	WP_012208282.1		GNAT family N-acetyltransferase			PMOB_RS02270	423	140	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	473880	475397	-							PMOB_RS02275	1518		old_locus_tag=Pmob_0441
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	473880	475397	-	WP_012208283.1	WP_012208283.1		gluconokinase			PMOB_RS02275	1518	505	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	475563	476591	-							PMOB_RS02280	1029		old_locus_tag=Pmob_0442
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	475563	476591	-	WP_012208284.1	WP_012208284.1		D-isomer specific 2-hydroxyacid dehydrogenase family protein			PMOB_RS02280	1029	342	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	476612	478030	-					gndA		PMOB_RS02285	1419		old_locus_tag=Pmob_0443
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	476612	478030	-	WP_012208285.1	WP_012208285.1		NADP-dependent phosphogluconate dehydrogenase	gndA		PMOB_RS02285	1419	472	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	478090	478923	-							PMOB_RS02290	834		old_locus_tag=Pmob_0444
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	478090	478923	-	WP_041534022.1	WP_041534022.1		SDR family oxidoreductase			PMOB_RS02290	834	277	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	479048	480829	-							PMOB_RS10150	1782		old_locus_tag=Pmob_0445
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	479048	480829	-	WP_012208287.1	WP_012208287.1		hypothetical protein			PMOB_RS10150	1782	593	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	480819	481484	-							PMOB_RS10155	666		old_locus_tag=Pmob_0446
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	480819	481484	-	WP_012208288.1	WP_012208288.1		PIG-L family deacetylase			PMOB_RS10155	666	221	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	481817	483016	+							PMOB_RS02305	1200		old_locus_tag=Pmob_0447
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	481817	483016	+	WP_231282488.1	WP_231282488.1		transposase			PMOB_RS02305	1200	399	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	483394	484119	+							PMOB_RS02310	726		old_locus_tag=Pmob_0449
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	483394	484119	+	WP_012208289.1	WP_012208289.1		metallophosphoesterase			PMOB_RS02310	726	241	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	484311	486188	+							PMOB_RS02315	1878		old_locus_tag=Pmob_0450
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	484311	486188	+	WP_012208290.1	WP_012208290.1		BMP family ABC transporter substrate-binding protein			PMOB_RS02315	1878	625	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	486426	486845	+							PMOB_RS02320	420		old_locus_tag=Pmob_0451
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	486426	486845	+	WP_155811038.1	WP_155811038.1		hypothetical protein			PMOB_RS02320	420	139	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	486848	487513	-							PMOB_RS02325	666		old_locus_tag=Pmob_0452
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	486848	487513	-	WP_012208292.1	WP_012208292.1		HAD family phosphatase			PMOB_RS02325	666	221	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	487530	489491	-					ftsH		PMOB_RS02330	1962		old_locus_tag=Pmob_0453
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	487530	489491	-	WP_012208293.1	WP_012208293.1		ATP-dependent zinc metalloprotease FtsH	ftsH		PMOB_RS02330	1962	653	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	489496	490434	-							PMOB_RS02335	939		old_locus_tag=Pmob_0454
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	489496	490434	-	WP_012208294.1	WP_012208294.1		radical SAM protein			PMOB_RS02335	939	312	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	490496	491287	-							PMOB_RS02340	792		old_locus_tag=Pmob_0455
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	490496	491287	-	WP_012208295.1	WP_012208295.1		energy-coupling factor transporter transmembrane protein EcfT			PMOB_RS02340	792	263	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	491506	492105	+							PMOB_RS02345	600		old_locus_tag=Pmob_0456
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	491506	492105	+	WP_012208296.1	WP_012208296.1		hypothetical protein			PMOB_RS02345	600	199	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	492108	492923	+							PMOB_RS02350	816		old_locus_tag=Pmob_0457
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	492108	492923	+	WP_012208297.1	WP_012208297.1		class I mannose-6-phosphate isomerase			PMOB_RS02350	816	271	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	493039	494751	+							PMOB_RS02355	1713		old_locus_tag=Pmob_0458
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	493039	494751	+	WP_012208298.1	WP_012208298.1		2-oxoacid:acceptor oxidoreductase subunit alpha			PMOB_RS02355	1713	570	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	494748	495626	+							PMOB_RS02360	879		old_locus_tag=Pmob_0459
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	494748	495626	+	WP_012208299.1	WP_012208299.1		thiamine pyrophosphate-dependent enzyme			PMOB_RS02360	879	292	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	495635	496093	+							PMOB_RS02365	459		old_locus_tag=Pmob_0460
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	495635	496093	+	WP_196793040.1	WP_196793040.1		peroxiredoxin			PMOB_RS02365	459	152	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	496159	496623	+							PMOB_RS02370	465		old_locus_tag=Pmob_0461
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	496159	496623	+	WP_012208301.1	WP_012208301.1		DUF192 domain-containing protein			PMOB_RS02370	465	154	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	496681	497574	+							PMOB_RS02375	894		old_locus_tag=Pmob_0462
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	496681	497574	+	WP_012208302.1	WP_012208302.1		glycine/betaine ABC transporter substrate-binding protein			PMOB_RS02375	894	297	
gene	tRNA	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	497590	497678	+							PMOB_RS02380	89		old_locus_tag=Pmob_R0012
tRNA		GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	497590	497678	+				tRNA-Ser			PMOB_RS02380	89		anticodon=CGA
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	497706	499736	+							PMOB_RS02385	2031		old_locus_tag=Pmob_0463
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	497706	499736	+	WP_012208303.1	WP_012208303.1		alpha-amylase			PMOB_RS02385	2031	676	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	499757	501895	-							PMOB_RS02390	2139		old_locus_tag=Pmob_0464
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	499757	501895	-	WP_012208304.1	WP_012208304.1		RNA degradosome polyphosphate kinase			PMOB_RS02390	2139	712	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	501910	503433	-							PMOB_RS02395	1524		old_locus_tag=Pmob_0465
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	501910	503433	-	WP_012208305.1	WP_012208305.1		HD domain-containing protein			PMOB_RS02395	1524	507	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	503436	504377	-							PMOB_RS02400	942		old_locus_tag=Pmob_0466
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	503436	504377	-	WP_012208306.1	WP_012208306.1		ROK family protein			PMOB_RS02400	942	313	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	504408	505286	-							PMOB_RS02405	879		old_locus_tag=Pmob_0467
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	504408	505286	-	WP_041534024.1	WP_041534024.1		CHAD domain-containing protein			PMOB_RS02405	879	292	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	505253	505738	-							PMOB_RS02410	486		old_locus_tag=Pmob_0468
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	505253	505738	-	WP_012208308.1	WP_012208308.1		histidine phosphatase family protein			PMOB_RS02410	486	161	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	505770	506519	-							PMOB_RS02415	750		old_locus_tag=Pmob_0469
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	505770	506519	-	WP_155811040.1	WP_155811040.1		hypothetical protein			PMOB_RS02415	750	249	
gene	tRNA	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	506666	506740	-							PMOB_RS02420	75		old_locus_tag=Pmob_R0013
tRNA		GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	506666	506740	-				tRNA-Asn			PMOB_RS02420	75		anticodon=GTT
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	506781	507965	-							PMOB_RS02425	1185		old_locus_tag=Pmob_0470
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	506781	507965	-	WP_196793041.1	WP_196793041.1		anhydro-N-acetylmuramic acid kinase			PMOB_RS02425	1185	394	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	508002	509012	-							PMOB_RS02430	1011		old_locus_tag=Pmob_0471
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	508002	509012	-	WP_012208311.1	WP_012208311.1		serine hydrolase			PMOB_RS02430	1011	336	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	509017	510702	-							PMOB_RS10160	1686		old_locus_tag=Pmob_0472
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	509017	510702	-	WP_012208312.1	WP_012208312.1		beta-N-acetylglucosaminidase domain-containing protein			PMOB_RS10160	1686	561	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	510948	512210	+							PMOB_RS02440	1263		old_locus_tag=Pmob_0473
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	510948	512210	+	WP_012208313.1	WP_012208313.1		sugar ABC transporter substrate-binding protein			PMOB_RS02440	1263	420	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	512220	513095	+							PMOB_RS02445	876		old_locus_tag=Pmob_0474
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	512220	513095	+	WP_012208314.1	WP_012208314.1		sugar ABC transporter permease			PMOB_RS02445	876	291	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	513092	513922	+							PMOB_RS02450	831		old_locus_tag=Pmob_0475
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	513092	513922	+	WP_012208315.1	WP_012208315.1		carbohydrate ABC transporter permease			PMOB_RS02450	831	276	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	514041	515420	-							PMOB_RS02455	1380		old_locus_tag=Pmob_0476
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	514041	515420	-	WP_012208316.1	WP_012208316.1		SH3 domain-containing protein			PMOB_RS02455	1380	459	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	515424	516716	-					lysA		PMOB_RS02460	1293		old_locus_tag=Pmob_0477
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	515424	516716	-	WP_012208317.1	WP_012208317.1		diaminopimelate decarboxylase	lysA		PMOB_RS02460	1293	430	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	516703	517665	-							PMOB_RS02465	963		old_locus_tag=Pmob_0478
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	516703	517665	-	WP_012208318.1	WP_012208318.1		ABC transporter ATP-binding protein			PMOB_RS02465	963	320	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	517647	518594	-							PMOB_RS02470	948		old_locus_tag=Pmob_0479
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	517647	518594	-	WP_012208319.1	WP_012208319.1		ABC transporter ATP-binding protein			PMOB_RS02470	948	315	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	518598	519422	-							PMOB_RS02475	825		old_locus_tag=Pmob_0480
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	518598	519422	-	WP_012208320.1	WP_012208320.1		ABC transporter permease			PMOB_RS02475	825	274	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	519429	520403	-							PMOB_RS02480	975		old_locus_tag=Pmob_0481
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	519429	520403	-	WP_012208321.1	WP_012208321.1		ABC transporter permease			PMOB_RS02480	975	324	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	520464	522059	-							PMOB_RS02485	1596		old_locus_tag=Pmob_0482
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	520464	522059	-	WP_012208322.1	WP_012208322.1		ABC transporter substrate-binding protein			PMOB_RS02485	1596	531	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	522571	523725	+							PMOB_RS02490	1155		old_locus_tag=Pmob_0483
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	522571	523725	+	WP_012208323.1	WP_012208323.1		DUF1343 domain-containing protein			PMOB_RS02490	1155	384	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	523713	525299	+					nagZ		PMOB_RS02495	1587		old_locus_tag=Pmob_0484
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	523713	525299	+	WP_012208324.1	WP_012208324.1		beta-N-acetylhexosaminidase	nagZ		PMOB_RS02495	1587	528	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	525268	526164	+					murQ		PMOB_RS02500	897		old_locus_tag=Pmob_0485
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	525268	526164	+	WP_012208325.1	WP_012208325.1		N-acetylmuramic acid 6-phosphate etherase	murQ		PMOB_RS02500	897	298	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	526213	527925	-					polX		PMOB_RS02505	1713		old_locus_tag=Pmob_0486
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	526213	527925	-	WP_012208326.1	WP_012208326.1		DNA polymerase/3'-5' exonuclease PolX	polX		PMOB_RS02505	1713	570	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	528101	528580	+							PMOB_RS02510	480		old_locus_tag=Pmob_0487
