# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000049.1	863	1477	-							AA81_RS02190	615		old_locus_tag=AA81_02160
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000049.1	863	1477	-	WP_103898053.1	WP_103898053.1		superoxide dismutase			AA81_RS02190	615	204	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000049.1	1664	2833	+							AA81_RS02195	1170		old_locus_tag=AA81_02165
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000049.1	1664	2833	+	WP_103898054.1	WP_103898054.1		metallophosphoesterase			AA81_RS02195	1170	389	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000049.1	2981	5641	+					ppdK		AA81_RS02200	2661		old_locus_tag=AA81_02170
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000049.1	2981	5641	+	WP_103898055.1	WP_103898055.1		pyruvate, phosphate dikinase	ppdK		AA81_RS02200	2661	886	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000145.1	55	1302	+							AA81_RS07215	1248		old_locus_tag=AA81_07085
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000145.1	55	1302	+	WP_103078099.1	WP_103078099.1		extracellular solute-binding protein			AA81_RS07215	1248	415	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000145.1	1380	2267	+							AA81_RS07220	888		old_locus_tag=AA81_07090
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000145.1	1380	2267	+	WP_103078100.1	WP_103078100.1		sugar ABC transporter permease			AA81_RS07220	888	295	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000145.1	2279	3121	+							AA81_RS07225	843		old_locus_tag=AA81_07095
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000145.1	2279	3121	+	WP_103078101.1	WP_103078101.1		carbohydrate ABC transporter permease			AA81_RS07225	843	280	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000145.1	3210	4775	+							AA81_RS07230	1566		old_locus_tag=AA81_07100
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000145.1	3210	4775	+	WP_146026610.1	WP_146026610.1		hypothetical protein			AA81_RS07230	1566	521	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000145.1	4797	6980	+							AA81_RS07235	2184		old_locus_tag=AA81_07105
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000145.1	4797	6980	+	WP_103078103.1	WP_103078103.1		alpha-glucosidase			AA81_RS07235	2184	727	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	234	2417	+							AA81_RS07270	2184		old_locus_tag=AA81_07140
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	234	2417	+	WP_103898678.1	WP_103898678.1		DUF5110 domain-containing protein			AA81_RS07270	2184	727	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	2526	4739	-							AA81_RS07275	2214		old_locus_tag=AA81_07145
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	2526	4739	-	WP_103078104.1	WP_103078104.1		hypothetical protein			AA81_RS07275	2214	737	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	4835	6181	-							AA81_RS07280	1347		old_locus_tag=AA81_07150
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	4835	6181	-	WP_103078105.1	WP_103078105.1		hypothetical protein			AA81_RS07280	1347	448	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	6570	7565	+							AA81_RS07285	996		old_locus_tag=AA81_07155
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	6570	7565	+	WP_103078106.1	WP_103078106.1		LacI family transcriptional regulator			AA81_RS07285	996	331	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	7664	8917	+							AA81_RS07290	1254		old_locus_tag=AA81_07160
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	7664	8917	+	WP_103078107.1	WP_103078107.1		extracellular solute-binding protein			AA81_RS07290	1254	417	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	8933	9817	+							AA81_RS07295	885		old_locus_tag=AA81_07165
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	8933	9817	+	WP_103078108.1	WP_103078108.1		sugar ABC transporter permease			AA81_RS07295	885	294	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	9814	10644	+							AA81_RS07300	831		old_locus_tag=AA81_07170
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	9814	10644	+	WP_103078109.1	WP_103078109.1		carbohydrate ABC transporter permease			AA81_RS07300	831	276	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	10685	11569	+							AA81_RS07305	885		old_locus_tag=AA81_07175
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	10685	11569	+	WP_103078110.1	WP_103078110.1		glycosidase			AA81_RS07305	885	294	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	11911	12594	+							AA81_RS07310	684		old_locus_tag=AA81_07180
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	11911	12594	+	WP_103078111.1	WP_103078111.1		cytochrome c biogenesis CcdA family protein			AA81_RS07310	684	227	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	12611	13294	+							AA81_RS07315	684		old_locus_tag=AA81_07185
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	12611	13294	+	WP_169926251.1	WP_169926251.1		thioredoxin fold domain-containing protein			AA81_RS07315	684	227	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	13334	14443	-							AA81_RS07320	1110		old_locus_tag=AA81_07190
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	13334	14443	-	WP_103078113.1	WP_103078113.1		alanyl-tRNA editing protein			AA81_RS07320	1110	369	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	14707	17097	+							AA81_RS07325	2391		old_locus_tag=AA81_07195
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	14707	17097	+	WP_146026611.1	WP_146026611.1		WD40 repeat domain-containing protein			AA81_RS07325	2391	796	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	17151	18059	-					secF		AA81_RS07330	909		old_locus_tag=AA81_07200
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	17151	18059	-	WP_103078115.1	WP_103078115.1		protein translocase subunit SecF	secF		AA81_RS07330	909	302	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	18059	19477	-					secD		AA81_RS07335	1419		old_locus_tag=AA81_07205
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	18059	19477	-	WP_103077639.1	WP_103077639.1		protein translocase subunit SecD	secD		AA81_RS07335	1419	472	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	19513	19917	-					yajC		AA81_RS07340	405		old_locus_tag=AA81_07210
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	19513	19917	-	WP_103078116.1	WP_103078116.1		preprotein translocase subunit YajC	yajC		AA81_RS07340	405	134	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	20218	20820	+							AA81_RS07345	603		old_locus_tag=AA81_07215
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	20218	20820	+	WP_103078117.1	WP_103078117.1		septum site-determining protein MinC			AA81_RS07345	603	200	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	20911	21951	+							AA81_RS07350	1041		old_locus_tag=AA81_07220
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	20911	21951	+	WP_103898679.1	WP_103898679.1		M28 family peptidase			AA81_RS07350	1041	346	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	21948	22855	+							AA81_RS07355	908		partial;old_locus_tag=AA81_07225
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000147.1	21948	22855	+	WP_103898680.1	WP_103898680.1		M42 family peptidase			AA81_RS07355	908	303	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	150	1601	+					guaB		AA81_RS12320	1452		old_locus_tag=AA81_12105
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	150	1601	+	WP_103078227.1	WP_103078227.1		IMP dehydrogenase	guaB		AA81_RS12320	1452	483	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	1731	2774	+					rlmN		AA81_RS12325	1044		old_locus_tag=AA81_12110
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	1731	2774	+	WP_103078228.1	WP_103078228.1		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN		AA81_RS12325	1044	347	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	2780	3283	+							AA81_RS12330	504		old_locus_tag=AA81_12115
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	2780	3283	+	WP_103899203.1	WP_103899203.1		PASTA domain-containing protein			AA81_RS12330	504	167	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	3280	4182	+					rsgA		AA81_RS12335	903		old_locus_tag=AA81_12120
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	3280	4182	+	WP_103078230.1	WP_103078230.1		ribosome small subunit-dependent GTPase A	rsgA		AA81_RS12335	903	300	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	4195	4854	+					rpe		AA81_RS12340	660		old_locus_tag=AA81_12125
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	4195	4854	+	WP_103078231.1	WP_103078231.1		ribulose-phosphate 3-epimerase	rpe		AA81_RS12340	660	219	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	4856	5470	+					rdgB		AA81_RS12345	615		old_locus_tag=AA81_12130
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	4856	5470	+	WP_245857151.1	WP_245857151.1		RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	rdgB		AA81_RS12345	615	204	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	5585	5857	+							AA81_RS12350	273		old_locus_tag=AA81_12135
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	5585	5857	+	WP_012209694.1	WP_012209694.1		HU family DNA-binding protein			AA81_RS12350	273	90	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	5926	6597	+							AA81_RS12355	672		old_locus_tag=AA81_12140
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	5926	6597	+	WP_103078233.1	WP_103078233.1		serine/threonine protein phosphatase			AA81_RS12355	672	223	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	6734	8059	+					gcvT		AA81_RS12360	1326		old_locus_tag=AA81_12145
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	6734	8059	+	WP_103899204.1	WP_103899204.1		glycine cleavage system aminomethyltransferase GcvT	gcvT		AA81_RS12360	1326	441	
gene	pseudogene	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	8239	8579	+							AA81_RS14635	341		partial;pseudo
CDS	without_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	8239	8579	+				glycine dehydrogenase			AA81_RS14635	341		partial;pseudo
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	8615	9424	+							AA81_RS12365	810		old_locus_tag=AA81_12150
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	8615	9424	+	WP_245863637.1	WP_245863637.1		hypothetical protein			AA81_RS12365	810	269	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	9421	10857	+					gcvPB		AA81_RS12370	1437		old_locus_tag=AA81_12155
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	9421	10857	+	WP_103078236.1	WP_103078236.1		aminomethyl-transferring glycine dehydrogenase subunit GcvPB	gcvPB		AA81_RS12370	1437	478	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	10936	11409	-							AA81_RS12375	474		
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	10936	11409	-	WP_169926268.1	WP_169926268.1		transcriptional repressor			AA81_RS12375	474	157	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	11663	12615	+					pfkA		AA81_RS12380	953		partial;old_locus_tag=AA81_12165
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000256.1	11663	12615	+	WP_211292714.1	WP_211292714.1		6-phosphofructokinase	pfkA		AA81_RS12380	953	318	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000005.1	1	405	+							AA81_RS00185	405		partial;old_locus_tag=AA81_00180
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000005.1	1	405	+	WP_146050302.1	WP_146050302.1		ComF family protein			AA81_RS00185	405	134	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000005.1	375	1298	-							AA81_RS00190	924		old_locus_tag=AA81_00185
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000005.1	375	1298	-	WP_103897844.1	WP_103897844.1		sugar kinase			AA81_RS00190	924	307	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000005.1	1390	1920	-							AA81_RS00195	531		old_locus_tag=AA81_00190
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000005.1	1390	1920	-	WP_103079388.1	WP_103079388.1		dihydrofolate reductase family protein			AA81_RS00195	531	176	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	1	999	+					lysS		AA81_RS00940	999		partial;old_locus_tag=AA81_00935
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	1	999	+	WP_103897911.1	WP_103897911.1		lysine--tRNA ligase	lysS		AA81_RS00940	999	332	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	1012	1785	+					ispE		AA81_RS00945	774		old_locus_tag=AA81_00940
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	1012	1785	+	WP_103078907.1	WP_103078907.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE		AA81_RS00945	774	257	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	1778	2041	-							AA81_RS00950	264		old_locus_tag=AA81_00945
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	1778	2041	-	WP_103078908.1	WP_103078908.1		EscU/YscU/HrcU family type III secretion system export apparatus switch protein			AA81_RS00950	264	87	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	2049	3080	-					ltaE		AA81_RS00955	1032		old_locus_tag=AA81_00950
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	2049	3080	-	WP_103078909.1	WP_103078909.1		low-specificity L-threonine aldolase	ltaE		AA81_RS00955	1032	343	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	3099	3950	-							AA81_RS00960	852		old_locus_tag=AA81_00955
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	3099	3950	-	WP_169926321.1	WP_169926321.1		DMT family transporter			AA81_RS00960	852	283	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	4200	4559	+							AA81_RS00965	360		old_locus_tag=AA81_00960
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	4200	4559	+	WP_245857193.1	WP_245857193.1		ribonuclease H-like YkuK family protein			AA81_RS00965	360	119	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	4689	5006	+							AA81_RS00970	318		old_locus_tag=AA81_00965
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	4689	5006	+	WP_103076460.1	WP_103076460.1		hypothetical protein			AA81_RS00970	318	105	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	5025	6062	+							AA81_RS00975	1038		old_locus_tag=AA81_00970
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	5025	6062	+	WP_245857194.1	WP_245857194.1		V-type ATPase subunit			AA81_RS00975	1038	345	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	6067	7923	+							AA81_RS00980	1857		old_locus_tag=AA81_00975
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	6067	7923	+	WP_103078913.1	WP_103078913.1		ATPase			AA81_RS00980	1857	618	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	7945	8391	+							AA81_RS00985	447		old_locus_tag=AA81_00980
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	7945	8391	+	WP_103078914.1	WP_103078914.1		ATP synthase subunit C			AA81_RS00985	447	148	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	8395	8709	+							AA81_RS00990	315		old_locus_tag=AA81_00985
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	8395	8709	+	WP_103076464.1	WP_103076464.1		V-type ATP synthase subunit F			AA81_RS00990	315	104	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	8702	9277	+							AA81_RS00995	576		old_locus_tag=AA81_00990
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	8702	9277	+	WP_103078915.1	WP_103078915.1		V-type ATP synthase subunit E family protein			AA81_RS00995	576	191	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	9277	11025	+							AA81_RS01000	1749		old_locus_tag=AA81_00995
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	9277	11025	+	WP_103078916.1	WP_103078916.1		V-type ATP synthase subunit A			AA81_RS01000	1749	582	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	11037	12407	+							AA81_RS01005	1371		old_locus_tag=AA81_01000
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	11037	12407	+	WP_103078917.1	WP_103078917.1		V-type ATP synthase subunit B			AA81_RS01005	1371	456	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	12442	13053	+							AA81_RS01010	612		old_locus_tag=AA81_01005
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	12442	13053	+	WP_103078918.1	WP_103078918.1		V-type ATP synthase subunit D			AA81_RS01010	612	203	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	13034	13837	-							AA81_RS01015	804		old_locus_tag=AA81_01010
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	13034	13837	-	WP_103897912.1	WP_103897912.1		SPASM domain-containing protein			AA81_RS01015	804	267	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	14131	14835	+							AA81_RS01020	705		old_locus_tag=AA81_01015
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	14131	14835	+	WP_103897913.1	WP_103897913.1		GntR family transcriptional regulator			AA81_RS01020	705	234	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	14850	15413	+							AA81_RS01025	564		old_locus_tag=AA81_01020
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	14850	15413	+	WP_103897914.1	WP_103897914.1		chromate transporter			AA81_RS01025	564	187	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	15410	15925	+							AA81_RS01030	516		old_locus_tag=AA81_01025
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	15410	15925	+	WP_103076471.1	WP_103076471.1		chromate transporter			AA81_RS01030	516	171	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	15912	16871	-							AA81_RS01035	960		old_locus_tag=AA81_01030
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000019.1	15912	16871	-	WP_103897915.1	WP_103897915.1		P1 family peptidase			AA81_RS01035	960	319	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000023.1	40	1488	-							AA81_RS01130	1449		old_locus_tag=AA81_01125
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000023.1	40	1488	-	WP_103078941.1	WP_103078941.1		radical SAM protein			AA81_RS01130	1449	482	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000023.1	1501	2076	-							AA81_RS01135	576		partial;old_locus_tag=AA81_01130
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000023.1	1501	2076	-	WP_146050309.1	WP_146050309.1		TetR/AcrR family transcriptional regulator			AA81_RS01135	576	191	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	64	435	+							AA81_RS05685	372		old_locus_tag=AA81_05580
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	64	435	+	WP_103898488.1	WP_103898488.1		NifB/NifX family molybdenum-iron cluster-binding protein			AA81_RS05685	372	123	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	439	816	+							AA81_RS05690	378		old_locus_tag=AA81_05585
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	439	816	+	WP_103898489.1	WP_103898489.1		PadR family transcriptional regulator			AA81_RS05690	378	125	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	852	1073	+							AA81_RS05695	222		old_locus_tag=AA81_05590
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	852	1073	+	WP_103898490.1	WP_103898490.1		ferredoxin			AA81_RS05695	222	73	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	1135	3057	-					thrS		AA81_RS05700	1923		old_locus_tag=AA81_05595
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	1135	3057	-	WP_103898491.1	WP_103898491.1		threonine--tRNA ligase	thrS		AA81_RS05700	1923	640	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	3084	4154	-					prfA		AA81_RS05705	1071		old_locus_tag=AA81_05600
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	3084	4154	-	WP_199676852.1	WP_199676852.1		peptide chain release factor 1	prfA		AA81_RS05705	1071	356	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	4276	6282	-							AA81_RS05710	2007		
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	4276	6282	-	WP_103898492.1	WP_103898492.1		methyl-accepting chemotaxis protein			AA81_RS05710	2007	668	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	6459	7424	+							AA81_RS05715	966		old_locus_tag=AA81_05610
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	6459	7424	+	WP_103898493.1	WP_103898493.1		aldo/keto reductase			AA81_RS05715	966	321	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	7502	7786	-							AA81_RS05720	285		old_locus_tag=AA81_05615
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	7502	7786	-	WP_103079424.1	WP_103079424.1		hypothetical protein			AA81_RS05720	285	94	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	7764	8447	-							AA81_RS05725	684		old_locus_tag=AA81_05620
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000122.1	7764	8447	-	WP_169926370.1	WP_169926370.1		class I SAM-dependent methyltransferase			AA81_RS05725	684	227	
